CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
720162437,Attrited Customer,44,M,3,Uneducated,Single,Less than $40K,Silver,43,2,3,2,33605.6,1983,10235.4,0.349951409,1219,24,0.624481858,0.056514645
719007222,Existing Customer,51,M,1,Post-Graduate,Single,$80K - $120K,Blue,33,4,3,3,19492.6,540,34516,0.729221242,8135,91,0.976324588,0.034347825
718837014,Existing Customer,39,M,2,Uneducated,Unknown,Less than $40K,Blue,49,4,3,3,4196.2,0,11590.7,0.830576746,4291,75,0.64243615,0
827817452,Existing Customer,40,F,3,Post-Graduate,Married,Less than $40K,Blue,36,5,2,2,2169,1984,875.5,0.760522875,4190,80,0.59618807,0.500693307
712173051,Existing Customer,61,F,0,Doctorate,Single,Less than $40K,Blue,29,5,3,2,7457.5,0,14543.9,0.797969519,3013,60,0.725385982,0
805509317,Attrited Customer,47,F,0,High School,Married,Less than $40K,Blue,48,3,3,4,1923.4,0,15664.9,1.06911745,3699,27,0.687492486,0.010153275
718215285,Existing Customer,42,M,3,High School,Unknown,$60K - $80K,Blue,39,6,3,3,13968,1455,310.2,0.689757399,1551,87,0.803168407,0.75123681
713047627,Existing Customer,41,M,2,Post-Graduate,Single,$80K - $120K,Silver,40,2,3,3,8817.7,1161,17026.1,0.730317719,13066,116,0.628376155,0.145495157
720338594,Attrited Customer,56,F,1,Post-Graduate,Unknown,Unknown,Platinum,26,2,2,4,15353.4,0,29939.8,0.772883767,9057,93,0.612839299,0
708707371,Existing Customer,45,M,5,High School,Unknown,Less than $40K,Blue,37,6,2,1,2358,1873,1782.2,0.840214551,4804,76,0.695045232,0.560606068
711874083,Attrited Customer,52,F,0,Unknown,Single,Less than $40K,Blue,45,3,3,4,4361.9,0,6129.5,0.785597693,4334,66,0.741964552,0.48096742
821256902,Existing Customer,60,M,3,Uneducated,Married,$40K - $60K,Blue,46,5,4,1,2796.3,1842,663.6,0.650210626,4552,84,0.526739071,0.090428105
719475312,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,42,4,2,3,5262.8,1677,9978.1,0.764131567,4485,89,0.931270737,0.301136852
713185791,Existing Customer,43,F,3,High School,Married,Unknown,Blue,45,2,2,2,3864.3,1220,4783,0.728217908,4392,71,0.665351545,0.102690408
779451375,Existing Customer,36,M,2,College,Single,Less than $40K,Blue,44,1,1,3,2461.6,1608,1503.7,0.982439268,4672,79,0.799224542,0.590934658
713296546,Attrited Customer,57,F,2,High School,Single,$60K - $80K,Blue,39,2,3,3,1615.3,1376,4861.4,1.0467868,4510,84,0.566018397,0.152947157
810506868,Existing Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,43,4,5,2,7796.3,1856,3373.6,0.629210568,1633,70,0.513733186,0.698718178
719727080,Existing Customer,58,M,2,Uneducated,Single,$40K - $60K,Blue,49,4,3,3,6300.4,8,1006.5,0.526021493,1804,64,0.585876428,0.188342988
794362143,Attrited Customer,46,F,3,College,Unknown,Unknown,Blue,29,4,3,2,2391.8,1292,1143,0.810959783,1300,34,0.757541054,0.149072658
773930365,Existing Customer,44,F,4,College,Divorced,$80K - $120K,Blue,31,2,3,3,4090.3,1619,5234.9,0.733933021,3349,113,0.59709102,0.147103885
720677721,Existing Customer,47,M,2,High School,Married,$60K - $80K,Blue,38,3,1,1,3008.6,1559,1296,0.844362705,4438,43,0.715717595,0.729830013
764072840,Existing Customer,54,M,4,High School,Married,Unknown,Silver,36,4,3,3,12918.3,1493,24963.2,0.736868338,1072,30,0.580599259,0.048187073
719951688,Existing Customer,38,M,2,College,Married,$60K - $80K,Blue,27,4,6,4,4270.6,0,7141.5,0.823693134,4011,104,0.696057064,0
710729912,Attrited Customer,54,F,2,Uneducated,Married,Unknown,Blue,36,4,3,3,23130.9,0,5245.2,0.951579762,1153,39,0.261235789,0.002641106
712194986,Existing Customer,54,M,4,Graduate,Married,$80K - $120K,Blue,40,4,3,4,8280.3,0,20242.6,0.90027598,3049,39,0.457398176,0
769582381,Existing Customer,46,M,1,High School,Married,$80K - $120K,Blue,45,4,1,3,2821.1,1419,21284.8,0.894222644,12656,73,0.829260254,0.719878985
713966606,Existing Customer,37,F,2,Doctorate,Single,Less than $40K,Blue,33,4,3,3,1794.1,1846,1550.5,0.765113555,2380,65,0.707949823,0.66599473
713189038,Existing Customer,48,M,1,High School,Married,$80K - $120K,Blue,26,5,1,2,7079.3,486,12672.8,0.869912414,4497,90,0.855346974,0.093748636
824232899,Existing Customer,49,M,2,High School,Married,$40K - $60K,Blue,36,5,2,1,2058.2,1712,1464.1,0.73580593,4880,97,0.724606873,0.497349668
710617598,Existing Customer,34,M,4,High School,Married,$60K - $80K,Blue,25,5,1,3,10762.3,2459,4209.9,1.429783795,3297,91,0.819034931,0.132551366
826089444,Attrited Customer,40,F,1,Unknown,Married,Unknown,Gold,41,2,3,3,33839.6,2496,34516,1.06322145,1488,95,0.833487457,0.040939634
812522190,Attrited Customer,49,F,2,Unknown,Married,Less than $40K,Blue,24,3,2,3,1438.3,0,1634.3,0.745664739,4079,36,0.747376629,0.007198234
786719706,Existing Customer,37,F,1,Post-Graduate,Single,$40K - $60K,Blue,16,5,1,3,3836.8,17,2302.7,0.802241784,3863,92,0.746372595,0.367366754
817942885,Existing Customer,52,M,2,Doctorate,Married,$120K +,Blue,45,4,2,1,19262.1,1644,3619.3,0.654880547,4338,70,0.757338051,0.039563076
710210176,Existing Customer,51,F,4,Graduate,Single,Less than $40K,Silver,45,2,1,1,15623.1,1454,28351.9,1.026800784,8030,123,0.620524703,0.024768855
709144984,Existing Customer,39,F,1,Unknown,Divorced,Less than $40K,Silver,36,6,3,2,9612.9,1139,13674.4,0.867660692,4157,38,0.575722988,0.046190413
718256039,Attrited Customer,36,F,1,Graduate,Married,Unknown,Blue,48,4,2,4,5085.3,14,6662,0.861219274,2077,50,0.478913298,0
719868853,Attrited Customer,43,M,2,Unknown,Single,Less than $40K,Blue,38,2,1,3,2411.5,2145,1090.3,0.680222406,1345,37,0.896153245,0.541088119
719885509,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,28,3,3,3,3892,0,13858.5,0.56400453,1340,32,0.544477088,5.43E-05
818990002,Existing Customer,60,F,4,Uneducated,Married,$40K - $60K,Blue,36,5,3,2,2002.1,853,804.8,0.805377657,3898,89,0.848833116,0.534642194
720111609,Existing Customer,49,M,1,Uneducated,Divorced,$80K - $120K,Blue,36,5,3,0,10101.3,1862,11573.4,0.740447118,1431,94,0.681525937,0.58837522
786905537,Existing Customer,43,F,2,Unknown,Unknown,$40K - $60K,Blue,33,2,3,3,2403.2,1651,472.5,0.81687295,4568,92,0.82376557,0.812912668
708485512,Attrited Customer,51,F,2,Graduate,Single,$80K - $120K,Silver,28,4,3,2,21407.1,1504,25841.3,0.645318782,616,22,0.451232162,0.055487334
718879256,Attrited Customer,51,F,4,Uneducated,Married,$80K - $120K,Blue,29,2,3,3,17239,1717,10028.3,0.692235675,1960,88,0.585506585,0.150794374
714827260,Attrited Customer,40,F,1,High School,Married,Less than $40K,Blue,27,5,1,4,5079.6,0,1989.1,0.792104446,1452,45,0.340227815,0.001196648
713255389,Existing Customer,54,F,2,Doctorate,Unknown,Less than $40K,Blue,29,5,2,3,2583.7,472,1003.6,0.836608909,4833,71,0.813110231,0.004844394
711186290,Existing Customer,45,F,3,Uneducated,Married,$80K - $120K,Blue,38,4,1,3,5761.4,1126,11253.4,0.610757955,4553,83,0.80080666,0.134264214
780705004,Existing Customer,50,F,4,Unknown,Married,Unknown,Blue,51,4,1,4,7696.8,2022,14149.8,0.672527668,3714,74,0.463176957,0.037470593
715360425,Existing Customer,47,F,2,Uneducated,Single,Less than $40K,Blue,42,6,2,4,1438.3,22,1272.5,0.811299785,4391,24,0.894646955,0.002232045
809856934,Attrited Customer,42,F,5,High School,Single,Less than $40K,Blue,46,3,2,2,4478.4,15,1151.5,0.840767736,3411,72,0.75067817,0.000791641
808719817,Attrited Customer,41,F,4,High School,Married,Less than $40K,Blue,38,5,3,6,2144.9,0,10775.9,0.933116672,1372,49,0.301124795,0.001040672
708266939,Existing Customer,36,F,5,Unknown,Unknown,$40K - $60K,Blue,29,2,1,3,7620.4,1925,1241.4,0.8362863,4360,91,0.846920384,0.590495155
821429708,Existing Customer,51,M,4,Graduate,Divorced,$120K +,Silver,39,1,3,2,9717.8,1502,34516,0.39240671,2298,69,0.767385388,0.047389485
708400411,Existing Customer,32,M,2,Unknown,Married,$80K - $120K,Blue,32,2,3,4,7177,1532,12860.6,0.827503173,3498,62,0.920323888,0.072534461
719945178,Attrited Customer,58,F,0,Uneducated,Married,$120K +,Blue,31,3,3,4,1438.3,9,1202.3,0.771223933,1103,34,0.934442215,0
710206514,Existing Customer,61,M,1,Unknown,Single,$40K - $60K,Blue,29,4,2,1,3703.7,1688,1639.7,0.756580117,4693,76,0.841209506,0.65322402
820893228,Existing Customer,37,F,4,High School,Married,Unknown,Silver,51,2,2,3,33290,2036,18870.4,0.874607337,15104,121,0.791048316,0.155922593
790383749,Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue,43,5,3,3,2227,1185,742.3,0.701816125,4835,87,0.963067845,0.838940955
814447261,Attrited Customer,48,M,2,College,Married,Less than $40K,Blue,36,2,3,1,19713.3,2145,11379.2,0.551372672,1398,32,0.553845736,0.150429198
710652818,Existing Customer,48,M,3,High School,Unknown,Less than $40K,Blue,33,3,4,1,2229.9,1774,773.2,0.738574492,1240,82,0.757731835,0.531519793
805549650,Existing Customer,54,M,3,College,Married,$60K - $80K,Blue,43,2,3,3,2460.5,1684,1830.2,0.799555481,4220,73,0.6303221,0.494818228
710614791,Existing Customer,47,F,5,Unknown,Divorced,Less than $40K,Blue,36,3,3,1,1438.3,1493,1261.4,0.523534384,4403,59,0.823168323,0.691690141
721367733,Existing Customer,50,M,4,Uneducated,Married,$60K - $80K,Silver,31,1,3,3,15076.7,1891,14891,0.719151775,7722,47,0.640282802,0.03624642
719800511,Existing Customer,45,F,2,Graduate,Divorced,Less than $40K,Blue,25,3,2,2,1630.8,878,3105.2,0.583498117,4548,88,0.799725512,0.548642221
764415152,Existing Customer,55,M,3,Unknown,Unknown,$80K - $120K,Blue,36,2,2,1,17527.5,1617,18505.5,0.818634999,4286,77,0.667064145,0.139587967
778668217,Existing Customer,43,F,2,High School,Unknown,Less than $40K,Blue,39,6,2,1,2103.9,2128,521.7,0.753097699,4652,90,0.78662664,0.730581444
715312783,Existing Customer,44,M,2,High School,Unknown,Unknown,Platinum,39,2,3,2,34420.1,999,34516,0.811837473,8087,131,0.596462348,0.044956983
719178431,Existing Customer,43,F,0,Graduate,Married,$80K - $120K,Blue,28,5,3,4,7716.2,1871,6205,0.672297837,1105,40,0.57123498,0
782848718,Existing Customer,53,F,4,Graduate,Single,$40K - $60K,Blue,32,2,3,3,7220.3,1213,156.9,0.809084373,2290,75,0.603465718,0.521386859
720242064,Existing Customer,55,M,4,Uneducated,Married,$40K - $60K,Blue,37,6,1,2,2016.6,1166,1057.7,0.730235864,1278,80,0.793672431,0.274369315
711983928,Existing Customer,48,M,3,Unknown,Single,Less than $40K,Blue,29,5,2,1,2991.1,1583,1171.5,0.664563553,910,84,0.813579842,0.703948174
828343083,Existing Customer,51,M,3,High School,Married,$120K +,Silver,30,5,3,2,5518.5,1968,17859.1,0.688784179,15242,71,0.645112058,0.119766458
711047163,Attrited Customer,47,F,4,College,Married,Unknown,Blue,41,3,5,3,8421.4,5,3889.6,0.606696033,1273,45,0.440111999,0.006981983
788206225,Existing Customer,33,F,5,Uneducated,Married,Unknown,Blue,44,2,4,3,7502.4,2177,9094.5,1.0516635,4169,73,0.826652965,0.484973759
720370782,Existing Customer,44,M,4,High School,Married,$40K - $60K,Blue,28,3,1,2,2385.2,1180,756.3,0.77818985,1287,44,0.701123468,0.692798927
714280982,Existing Customer,55,F,4,Uneducated,Single,$80K - $120K,Silver,45,2,3,2,16579.9,1616,19747.5,0.706656087,7397,123,0.728058039,0.056607152
710473611,Existing Customer,53,F,4,Unknown,Single,$40K - $60K,Blue,26,4,2,4,1588.1,0,970.5,0.850845675,4517,24,0.723314446,0.009486966
719268088,Existing Customer,42,M,1,Graduate,Married,Less than $40K,Blue,32,3,1,3,3196.7,1667,1204.2,0.756807641,1745,51,0.681306105,0.719793093
772820229,Attrited Customer,57,F,0,College,Single,Unknown,Blue,35,2,3,3,16008.7,17,5928.2,0.699159175,1095,44,0.348384285,0.001820694
719605722,Attrited Customer,46,F,0,Unknown,Single,Less than $40K,Blue,22,4,2,3,1979.5,0,1589.2,0.859533838,2224,35,0.585256765,0
719926885,Existing Customer,49,M,3,Post-Graduate,Married,$40K - $60K,Blue,32,4,3,2,2535.2,1295,689,0.640210064,4830,90,0.766367912,0.550119755
716430000,Attrited Customer,45,M,2,Uneducated,Divorced,$40K - $60K,Blue,42,2,4,3,7312.3,1699,3432.7,0.66064433,8314,79,0.634674572,0.357207643
782945527,Existing Customer,51,F,0,Graduate,Married,Less than $40K,Blue,38,6,2,1,2009.1,1430,962.5,0.893886879,4375,72,0.802508227,0.848109171
709553717,Existing Customer,44,F,1,High School,Married,Unknown,Blue,52,5,3,3,4495.4,1512,5142.6,0.57386685,13792,109,0.825553612,0.170660467
789138556,Existing Customer,44,F,4,High School,Married,Less than $40K,Blue,37,6,2,2,2349.4,1690,679.8,0.709707034,2563,32,0.866175882,0.770682459
719123656,Attrited Customer,58,F,4,Graduate,Married,Less than $40K,Blue,36,3,3,2,2240.2,15,2362,0.746578094,1328,26,0.359193227,0
715829121,Existing Customer,57,M,0,Uneducated,Single,$40K - $60K,Blue,29,3,2,3,6947.7,0,16598.7,0.714814187,4128,37,0.754566915,0
711919760,Existing Customer,44,M,2,Uneducated,Single,Unknown,Silver,39,2,1,3,30130.2,1326,34516,1.051797927,7889,128,0.888874713,0.049582628
710880467,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,38,6,3,4,2297.5,1295,942.5,0.802680358,1365,46,0.882776579,0.805719454
716433460,Existing Customer,51,F,2,College,Divorced,$40K - $60K,Blue,28,4,3,3,5158.5,0,3991.5,0.699530455,1537,37,0.709459739,0.151670006
714436585,Existing Customer,55,F,2,College,Married,Unknown,Blue,45,6,2,1,2682.8,1323,2021.6,0.957071775,3544,106,0.745027333,0.168178047
761781883,Existing Customer,55,F,0,Uneducated,Married,Less than $40K,Blue,29,3,1,2,2293,0,2384.1,0.760946351,4691,70,0.90232128,0.713100926
708770599,Existing Customer,51,M,2,Uneducated,Divorced,$80K - $120K,Silver,46,2,1,3,34153.7,1676,34516,0.875632156,1360,39,0.649412814,0.054829389
719139763,Existing Customer,51,M,3,Graduate,Married,$120K +,Blue,39,4,1,2,33663.9,1386,34516,0.98709269,510,21,0.363668055,0.040370988
718034596,Attrited Customer,49,F,4,Unknown,Married,Less than $40K,Blue,35,5,3,4,1438.3,0,747.2,0.689274701,979,29,0.699213457,0.716344446
713000454,Existing Customer,52,M,2,High School,Single,$80K - $120K,Gold,46,1,3,3,31389.4,1408,34516,0.790488918,13794,129,0.523966301,0.037777335
711576998,Existing Customer,37,F,3,High School,Single,$40K - $60K,Blue,34,4,2,2,2426.6,2118,780,0.847385416,4764,37,0.687679019,0.666288801
750840062,Existing Customer,40,F,4,Post-Graduate,Single,Unknown,Blue,45,1,3,1,5296,1544,10237.7,0.686453444,8261,42,0.613978366,0.214544977
718198791,Existing Customer,45,M,1,High School,Divorced,$80K - $120K,Blue,23,4,3,3,20666.6,888,18499.5,0.74775978,1551,25,0.518586487,0.003664274
786857662,Existing Customer,31,M,2,Graduate,Single,$60K - $80K,Blue,53,4,1,1,19585.6,2478,5752.1,0.621385097,4524,80,0.847981013,0.07436782
720508776,Existing Customer,45,F,2,High School,Unknown,Less than $40K,Blue,32,6,2,3,1573.5,1502,494.9,0.653578385,2160,80,0.491542746,0.893916389
721896130,Existing Customer,36,F,3,Uneducated,Married,Less than $40K,Blue,37,5,3,3,2446.6,1962,2423.4,1.164133632,1405,83,0.700689771,0.827821349
828343083,Attrited Customer,46,F,0,High School,Married,Unknown,Blue,44,5,3,1,2750.3,0,6815.8,0.990335812,4172,67,0.607062428,0.003904818
792840723,Attrited Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,40,2,1,3,2068.1,925,1723.8,0.650501319,1243,75,0.721168876,0.656270686
784488617,Existing Customer,46,M,3,Uneducated,Unknown,$80K - $120K,Gold,24,1,3,2,32516.2,1398,34516,0.873179873,8606,107,0.653176221,0.016211338
712470698,Existing Customer,50,M,3,High School,Married,$60K - $80K,Blue,25,6,3,3,5993.9,1203,7011,0.757531014,2998,70,0.709587162,0.21752328
719679605,Existing Customer,48,M,4,College,Divorced,$40K - $60K,Blue,47,5,1,4,2561.8,26,1288.7,0.729994381,1440,40,0.735820506,0.004252353
713556349,Attrited Customer,44,M,5,Uneducated,Married,$80K - $120K,Silver,35,2,1,2,19346.1,1021,34516,0.770158678,940,47,0.572796559,0.030795137
809637324,Existing Customer,36,F,3,Uneducated,Married,$40K - $60K,Blue,36,6,1,3,2468.8,1709,618.8,0.847997735,1588,82,0.854807655,0.728442127
719562794,Attrited Customer,58,F,2,High School,Single,Unknown,Blue,49,2,3,2,7426.5,24,14230.3,0.49844071,996,41,0.42211094,0.00317815
812614537,Existing Customer,53,F,1,Uneducated,Single,$40K - $60K,Blue,43,2,3,3,9270.9,1367,2929.4,0.950945547,4057,96,0.650731889,0.173675424
721674193,Existing Customer,57,M,4,College,Married,Less than $40K,Blue,32,3,3,2,1566.6,1564,1310.6,0.827833158,4757,81,0.710862389,0.486508352
710604967,Attrited Customer,50,F,2,Graduate,Married,Less than $40K,Blue,38,6,4,4,5941.3,557,1522.6,0.807462607,1602,42,0.413261991,0.325965358
761967704,Existing Customer,47,M,2,Post-Graduate,Single,Less than $40K,Blue,46,2,1,2,3524.7,1395,13160,0.779021064,7985,95,0.687082352,0.213256471
763695425,Existing Customer,38,F,1,Graduate,Married,Less than $40K,Blue,42,5,1,3,6974.4,0,3143.7,0.606567051,6857,28,0.537377181,0
718143721,Existing Customer,46,M,4,Unknown,Single,$40K - $60K,Blue,41,3,1,3,2116.9,1715,941.7,0.687164265,5142,75,0.785284743,0.589164455
715162709,Existing Customer,59,M,3,Graduate,Married,$60K - $80K,Blue,51,4,1,3,4448.1,1179,1462.3,0.486057913,4293,54,0.771302037,0.469055343
708525272,Existing Customer,57,M,2,Unknown,Unknown,$40K - $60K,Blue,41,2,3,2,1734.9,812,1030.7,0.788738497,1904,72,0.800180591,0.55227621
814461968,Existing Customer,56,M,2,High School,Married,$120K +,Silver,36,3,3,3,19203.4,1469,34516,0.749114049,510,18,0.602374998,0.157540101
718812912,Attrited Customer,55,F,3,Unknown,Married,Less than $40K,Blue,33,3,3,3,4948.5,13,2101.8,0.815908455,940,42,0.262581154,0.006154303
714737678,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,40,4,2,2,7957.2,1095,8720,0.616128148,3403,72,1.126115422,0.166951457
715175499,Existing Customer,40,M,2,High School,Unknown,$40K - $60K,Blue,32,2,1,1,2122.7,1119,1259.9,0.841277166,5126,95,1.011273418,0.666685254
718423864,Existing Customer,41,F,4,Graduate,Married,Unknown,Blue,36,4,1,3,21454.7,1532,17731,0.530627141,1505,40,0.525822851,0.053335373
717820230,Attrited Customer,59,F,0,College,Married,Unknown,Blue,28,6,3,2,18889.5,13,3115.9,0.674600333,1463,28,0.467246296,0.007060449
710214288,Attrited Customer,41,F,2,High School,Unknown,Less than $40K,Blue,37,6,1,1,2042.8,1994,2214.8,0.662803839,2969,92,0.818350035,0.834790178
710429333,Existing Customer,42,M,4,High School,Divorced,$40K - $60K,Blue,24,5,1,3,18298.9,1068,11348.3,0.649970628,1837,39,1.200800625,0.067944853
712119872,Existing Customer,60,M,2,Graduate,Married,$60K - $80K,Blue,36,3,1,2,14023.5,2067,12340.2,0.772135271,4109,68,0.780752393,0.233142582
784861206,Existing Customer,48,M,2,Unknown,Divorced,Less than $40K,Blue,29,4,4,3,2232,1881,2873.3,1.31350454,4496,68,0.799239387,0.455140031
714046828,Attrited Customer,50,M,2,Doctorate,Single,Unknown,Blue,35,4,3,2,8359.4,1310,7475.1,0.977903634,1425,40,0.49799329,0.074340814
713943738,Existing Customer,47,M,5,Unknown,Divorced,Unknown,Blue,37,5,1,3,2485.2,1626,2033.1,0.721450148,4256,40,0.66826791,0.667463438
712681268,Existing Customer,53,M,3,High School,Married,$120K +,Silver,54,4,3,3,16973.7,1887,34516,1.88900097,1182,17,0.596247045,0.055909345
718108135,Existing Customer,39,F,5,Uneducated,Married,$40K - $60K,Blue,37,5,2,3,3765.2,1907,1549.2,0.678689004,4292,76,0.799819756,0.78510439
712274463,Existing Customer,43,M,0,College,Married,$40K - $60K,Blue,40,1,1,3,6113.8,1872,9181.9,0.738107171,1216,43,0.628908846,0.174503675
776846116,Existing Customer,48,F,2,High School,Single,Unknown,Silver,42,5,1,3,23710.2,1726,34516,0.738463859,4710,111,0.947728377,0.066418643
718500327,Existing Customer,52,F,0,Unknown,Single,$60K - $80K,Blue,36,6,1,3,4241.7,5,15206.6,0.834824742,4447,85,0.813021276,0.625323035
719564721,Existing Customer,46,M,3,High School,Single,$80K - $120K,Blue,32,1,3,1,16723.2,1240,24047.7,0.697336425,12844,86,0.560284293,0.071655128
721490671,Existing Customer,54,F,1,Doctorate,Single,Less than $40K,Gold,35,3,3,0,8612.1,867,10520.3,0.612690318,2456,44,0.541308951,0
811797175,Existing Customer,57,F,5,Graduate,Single,Unknown,Silver,55,2,3,1,30247.7,2010,33713,0.938415619,14903,116,0.787500779,0.040607822
720488896,Existing Customer,40,F,4,High School,Unknown,$40K - $60K,Blue,32,3,1,3,6633.6,986,1205.9,0.760708242,1532,46,1.072644539,0.632132373
720091000,Existing Customer,51,M,2,College,Married,$60K - $80K,Silver,43,4,1,1,19103.8,1870,20368.4,1.157510099,1508,22,0.634118657,0.20737399
716682052,Existing Customer,39,M,3,High School,Married,$60K - $80K,Blue,32,6,2,3,6007.8,652,3381.4,0.680802267,1463,75,0.578821166,0
810499592,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,44,5,3,3,2719.6,0,2015.5,0.721643221,4906,86,0.634457938,0.617737583
793104067,Existing Customer,56,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,46,5,3,2,7715.1,1897,20857.2,0.643262284,1629,56,0.611941407,0.11866862
754984818,Existing Customer,48,M,2,Graduate,Single,$60K - $80K,Blue,36,3,2,1,4100.4,851,6015.8,0.86006854,3754,66,0.837969035,0.128053638
713756610,Existing Customer,45,M,2,High School,Single,$80K - $120K,Blue,36,2,1,2,23009.1,898,17087.4,0.742633891,15497,94,0.593570885,0.124713634
710935002,Existing Customer,57,F,3,Doctorate,Single,Unknown,Blue,40,5,2,1,3191.6,1526,3512.6,0.775465889,4134,62,0.825500895,0.21620217
718602128,Existing Customer,46,F,3,High School,Single,Unknown,Silver,44,2,3,3,30221.2,1371,26968.9,0.944425101,1659,52,0.535755083,0.192867252
783933180,Existing Customer,48,F,2,High School,Divorced,Less than $40K,Blue,44,6,3,1,3582.1,764,1360.6,0.747690622,4098,96,0.782943283,0.856053117
828343083,Existing Customer,43,M,2,High School,Unknown,$40K - $60K,Blue,44,3,3,2,4442.3,2208,2612.6,0.765886419,2513,52,0.809356014,0.704323561
764029402,Attrited Customer,41,F,0,High School,Married,Unknown,Blue,27,3,3,4,1438.3,23,2990.7,0.572506331,1374,25,0.761616716,0.006333709
828343083,Existing Customer,54,M,2,Uneducated,Married,$120K +,Blue,33,3,3,3,17493.9,1894,23281.5,0.756557386,7041,96,0.665475914,0.059450367
808315223,Existing Customer,49,F,4,Uneducated,Married,Less than $40K,Blue,46,4,3,1,1870.1,2517,2419.8,0.737795535,4105,80,0.644600598,0.705028339
822751254,Existing Customer,61,M,4,Unknown,Single,$60K - $80K,Blue,36,3,1,3,7094.1,0,3865.8,0.811330671,1941,82,0.738168363,0.673888673
717705657,Attrited Customer,50,F,1,High School,Married,Less than $40K,Blue,45,4,3,4,1438.3,0,1859.4,0.805564957,1220,20,0.315428587,0.014478644
720724104,Existing Customer,36,M,3,Unknown,Married,Less than $40K,Blue,28,5,3,3,2421.1,2246,1101.1,0.745981303,4614,72,0.975388442,0.594820357
710577415,Attrited Customer,40,F,4,Post-Graduate,Married,Less than $40K,Blue,24,5,2,3,3967.9,2,11836.8,0.498679931,944,31,0.537267046,0
712786336,Attrited Customer,31,F,4,Uneducated,Married,Less than $40K,Silver,41,3,3,4,4554.5,0,24499.9,0.977874493,671,21,0.698313244,0
713571993,Existing Customer,38,M,2,Uneducated,Married,Less than $40K,Blue,27,5,1,3,2562.1,1290,13151.3,0.768290442,3252,63,0.654374224,0.267879819
709951901,Existing Customer,56,F,4,High School,Single,Unknown,Silver,35,4,1,6,30077,1273,15523,0.582070998,1019,24,0.602653928,0.052796154
709712695,Existing Customer,39,M,4,Uneducated,Unknown,$80K - $120K,Blue,42,4,2,4,18880.7,0,15462.7,0.670602071,1247,54,0.535864132,0
715910382,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,36,2,3,3,31965.9,1448,34516,0.624940801,1471,44,0.761778156,0.053584892
712564593,Existing Customer,30,M,4,High School,Divorced,Unknown,Silver,43,6,2,3,34516,1861,19916.8,0.675754628,1549,26,0.487695587,0.036045009
718782060,Existing Customer,40,M,2,Uneducated,Single,$80K - $120K,Silver,26,6,3,2,32816.4,1495,8291.7,0.676688907,4519,37,0.637137394,0.047260996
715170679,Attrited Customer,46,F,0,High School,Married,Less than $40K,Blue,31,4,3,3,1824.2,0,1929,0.4771637,1329,37,0.307712602,0.005013297
711835851,Existing Customer,56,M,2,Uneducated,Single,$60K - $80K,Blue,38,3,3,3,21661.9,1537,31232.2,0.724780288,2703,83,0.563030672,0.062852683
716481376,Existing Customer,30,F,1,College,Married,$40K - $60K,Blue,38,2,3,3,1438.3,9,1334.9,0.719655505,4552,77,1.033751655,0
713323161,Existing Customer,43,F,3,Uneducated,Divorced,Less than $40K,Blue,35,3,3,3,9708.3,1768,1302.8,0.798455406,4584,75,0.602066632,0.144801215
712386884,Existing Customer,40,F,2,High School,Married,$40K - $60K,Blue,38,4,3,3,6653.7,1292,2134,0.498594376,1698,88,0.59135108,0.339575468
711477809,Attrited Customer,48,M,3,Unknown,Unknown,$80K - $120K,Blue,29,2,3,2,8033.6,1476,3642.2,0.77178261,2087,39,0.84998552,0.62913163
711863625,Existing Customer,55,F,1,Uneducated,Married,Unknown,Blue,41,6,3,3,6175,0,6250,0.632498147,3362,75,0.63473015,0.006386644
715871135,Existing Customer,52,M,1,High School,Divorced,$120K +,Silver,44,2,1,2,13564.3,1603,34516,0.734837895,4685,104,0.663056284,0.058293165
776308950,Existing Customer,51,M,3,High School,Unknown,$40K - $60K,Silver,29,2,3,1,6222.3,1368,34516,1.020680047,14085,132,0.664579536,0.060105821
805577966,Existing Customer,46,F,3,Unknown,Married,Less than $40K,Blue,41,6,2,1,2315,0,1973.7,0.927693555,3611,73,0.728985045,0.523078367
715056122,Existing Customer,49,M,3,Graduate,Single,$120K +,Silver,36,4,3,4,20123,1753,34516,0.631004431,1065,24,0.606967287,0.02688041
810884864,Existing Customer,49,M,3,College,Single,$80K - $120K,Blue,38,5,3,2,16377.9,763,5917.4,0.693545665,1709,43,0.542048961,0.139671595
